inv_id,acct_id,inv_total,inv_items,acct_age,number_of_inv120,cum_tot_inv_acct,is_late
7848,163,135710.60,4,646,26,41,0
7849,163,30720.93,2,651,25,43,0
7850,163,188739.41,8,494,11,11,0
7851,163,158595.90,7,786,24,69,0
7852,163,71043.04,5,752,21,58,0
7853,163,172630.13,7,577,24,27,0
7854,163,69028.38,5,588,24,30,0
7855,163,56894.67,3,730,23,55,0
7856,163,116602.30,7,551,21,21,0
7857,163,226311.34,7,579,25,28,0
7858,163,71789.76,2,528,15,15,0
7859,163,243758.09,8,615,22,34,0
7860,163,278640.61,8,691,21,47,0
7861,163,169906.94,7,612,23,33,0
7862,163,221246.26,6,489,8,8,0
7863,163,225241.46,9,547,19,19,0
7864,163,204054.88,5,768,21,63,0
7865,163,149629.76,7,629,22,36,0
7866,163,17908.99,3,569,24,24,0
7867,163,78390.12,2,574,24,26,0
7868,163,133075.13,8,704,21,51,0
7869,163,163345.00,9,642,25,40,0
7870,163,91998.86,2,636,24,38,0
7871,163,217654.31,6,680,22,45,0
7872,163,120070.83,5,698,21,49,0
7873,163,126139.03,4,719,23,54,0
7874,163,235259.48,6,782,23,67,0
7875,163,166147.82,9,582,25,29,0
7876,163,150203.38,9,518,14,14,0
7877,163,209810.29,9,449,0,0,0
7878,163,186513.12,6,796,26,71,0
7879,163,256899.58,9,609,23,31,0
7880,163,139100.89,6,709,21,52,0
7881,163,290456.58,9,459,3,3,0
7882,163,200544.27,5,664,25,44,0
7883,163,19436.50,2,635,23,37,0
7884,163,47878.53,3,746,22,57,0
7885,164,91926.94,8,1809,18,55,0
7886,164,226582.68,6,1814,21,58,0
7887,164,99325.08,5,1561,14,14,0
7888,164,61830.31,5,1646,14,23,0
7889,164,84873.79,8,1654,16,26,1
7890,164,130072.89,8,1675,24,36,1
7891,164,80189.54,5,1462,1,1,0
7892,164,112799.28,6,1727,24,43,0
7893,164,46771.31,2,1786,15,47,0
7894,164,66035.08,3,1650,15,25,0
7895,164,231125.44,8,1723,21,40,0
7896,164,62239.68,4,1548,11,11,0
7897,164,184866.03,7,1795,12,48,0
7898,164,215209.42,9,1582,16,17,1
7899,164,157704.07,9,1726,22,41,1
7900,164,226406.88,9,1519,8,8,0
7901,164,188541.58,7,1806,15,52,0
7902,164,71894.07,3,1770,20,45,0
7903,164,83366.25,3,1543,10,10,0
7904,164,72782.95,4,1697,20,37,0
7905,164,166348.55,7,1806,15,52,0
7906,164,241755.80,8,1456,0,0,0
7907,164,265020.28,9,1639,14,22,1
7908,164,129487.14,8,1798,14,51,1
7909,164,16969.68,2,1661,19,29,0
7910,164,104562.33,6,1661,19,29,0
7911,164,106721.62,9,1673,22,34,0
7912,164,112226.80,6,1646,14,23,0
7913,164,44769.88,3,1511,7,7,0
7914,164,51730.19,4,1808,17,54,0
7915,164,14272.86,2,1601,12,18,0
7916,164,34430.46,2,1811,19,56,0
7917,164,18858.62,2,1560,13,13,0
7918,164,21071.73,3,1672,21,33,0
7919,164,107322.88,5,1467,3,3,0
7920,164,44682.96,2,1637,13,21,0
7921,164,298025.97,9,1657,18,28,1
7922,164,128675.74,5,1558,12,12,0
7923,164,140572.03,6,1526,9,9,0
7924,164,147983.70,6,1662,21,31,0
7925,164,238991.83,6,1470,4,4,0
7926,164,240442.45,9,1466,2,2,1
7927,164,124725.82,9,1572,15,15,0
7928,164,34978.27,2,1768,19,44,0
7929,164,64927.19,2,1715,20,38,0
7930,164,66743.69,4,1669,20,32,0
7931,164,118870.02,6,1773,20,46,0
7932,164,161731.40,7,1796,13,50,0
7933,164,138593.14,4,1471,5,5,0
7934,164,78922.06,4,1726,22,41,0
7935,164,147073.75,9,1574,16,16,0
7936,164,136405.73,3,1636,12,20,0
7937,164,105589.18,3,1721,21,39,0
7938,164,332463.07,9,1496,6,6,1
7939,164,76595.58,3,1795,12,48,0
7940,164,82338.60,5,1813,20,57,0
7941,164,266667.88,8,1630,12,19,0
7942,164,114977.29,6,1673,22,34,0
7943,164,44451.60,2,1654,16,26,0
7944,165,240023.89,8,1364,11,14,1
7945,165,47932.01,5,1354,11,13,0
7946,165,256507.22,7,1290,7,7,1
7947,165,21879.33,4,1227,1,1,0
7948,165,147190.43,3,1422,12,22,0
7949,165,189494.11,9,1284,6,6,1
7950,165,347013.29,8,1388,13,18,1
7951,165,66972.87,5,1260,3,3,1
7952,165,12945.08,2,1384,12,17,0
7953,165,160636.08,8,1415,11,21,1
7954,165,471290.45,8,1538,4,26,1
7955,165,33763.15,3,1331,10,11,0
7956,165,201427.97,5,1412,11,20,1
7957,165,133422.33,4,1306,10,10,1
7958,165,68203.41,5,1293,9,9,1
7959,165,180687.97,7,1207,0,0,1
7960,165,64155.08,3,1483,10,24,1
7961,165,170587.90,6,1442,12,23,0
7962,165,110651.35,5,1370,12,15,1
7963,165,168540.13,6,1527,6,25,1
7964,165,142093.19,7,1235,2,2,1
7965,165,37234.29,2,1290,7,7,0
7966,165,223927.19,9,1408,12,19,1
7967,165,79807.42,5,1380,13,16,1
7968,165,350998.39,9,1269,5,5,1
7969,165,18323.33,2,1340,11,12,0
7970,165,51266.43,5,1263,4,4,0
7971,165,113032.48,5,1552,4,27,1
7972,166,88112.78,8,1518,26,61,0
7973,166,152068.23,8,1451,27,44,0
7974,166,169562.17,6,1249,3,3,0
7975,166,228342.66,9,1255,5,5,0
7976,166,229906.00,9,1543,33,71,0
7977,166,57485.74,2,1388,26,33,0
7978,166,55833.82,4,1356,23,23,0
7979,166,210970.01,7,1416,24,35,0
7980,166,98192.60,7,1300,12,12,0
7981,166,121331.44,6,1460,29,48,0
7982,166,173560.45,9,1445,26,42,0
7983,166,135299.91,8,1465,29,49,0
7984,166,39537.48,2,1435,25,39,0
7985,166,220988.58,8,1478,28,54,0
7986,166,139995.34,4,1334,17,17,0
7987,166,173563.89,8,1486,26,55,0
7988,166,152812.28,7,1248,2,2,0
7989,166,130924.27,4,1272,7,7,0
7990,166,189502.32,9,1525,29,64,0
7991,166,159923.94,6,1454,29,46,0
7992,166,89872.02,5,1524,28,63,0
7993,166,225355.35,9,1578,31,78,0
7994,166,20598.07,2,1351,21,21,0
7995,166,162846.56,8,1296,11,11,1
7996,166,36853.09,3,1356,23,23,0
7997,166,146206.09,6,1354,22,22,0
7998,166,70934.68,2,1467,32,52,0
7999,166,64806.02,3,1386,25,31,0
8000,166,66706.88,3,1507,27,59,0
8001,166,84278.45,7,1435,25,39,0
8002,166,163244.76,8,1469,33,53,0
8003,166,35513.46,3,1450,26,43,0
8004,166,108399.64,4,1357,25,25,0
8005,166,192247.46,3,1251,4,4,0
8006,166,139726.41,6,1350,20,20,0
8007,166,218512.31,7,1453,28,45,0
8008,166,165773.93,7,1466,30,50,0
8009,166,128547.13,3,1510,26,60,0
8010,166,64690.77,4,1395,26,34,0
8011,166,220390.81,9,1576,30,77,0
8012,166,65783.63,7,1546,33,72,0
8013,166,183499.07,6,1382,23,29,0
8014,166,62456.32,5,1277,9,9,0
8015,166,107531.10,5,1422,24,37,0
8016,166,54850.11,2,1335,18,18,0
8017,166,129209.87,5,1442,26,41,0
8018,166,44059.94,2,1490,28,57,0
8019,166,214661.43,7,1383,24,30,0
8020,166,118777.74,5,1423,25,38,0
8021,166,279559.66,8,1562,34,75,0
8022,166,69509.59,5,1361,27,27,0
8023,166,101861.06,5,1537,32,68,0
8024,166,97787.14,5,1324,15,15,0
8025,166,73697.96,6,1536,32,67,0
8026,166,280223.93,9,1244,0,0,0
8027,166,184496.40,5,1487,27,56,0
8028,166,222493.12,7,1387,25,32,0
8029,166,118835.32,6,1266,6,6,0
8030,166,173808.33,8,1459,28,47,0
8031,166,42829.74,4,1319,14,14,0
8032,166,301434.03,6,1566,33,76,0
8033,166,41630.10,2,1493,29,58,0
8034,166,152529.52,8,1591,26,80,0
8035,166,132353.00,3,1541,34,70,0
8036,166,86251.58,3,1421,23,36,0
8037,166,49219.55,5,1530,30,65,0
8038,166,183243.37,9,1600,26,81,1
8039,166,146118.95,4,1314,13,13,0
8040,166,216761.47,8,1246,1,1,0
8041,166,137280.68,2,1537,32,68,0
8042,166,151146.73,6,1359,26,26,0
8043,166,175136.19,9,1292,10,10,0
8044,166,145481.22,4,1361,27,27,0
8045,166,102194.35,7,1546,33,72,0
8046,166,92998.42,8,1522,27,62,0
8047,166,175291.20,6,1466,30,50,0
8048,166,78478.88,9,1534,31,66,0
8049,166,285995.75,6,1341,19,19,0
8050,166,224636.26,7,1276,8,8,0
8051,166,185450.73,8,1328,16,16,0
8052,166,50506.58,5,1560,33,74,0
8053,166,38028.65,2,1582,30,79,0
8054,167,46770.81,2,1517,23,23,0
8055,167,270217.15,9,1728,14,55,0
8056,167,120849.79,6,1524,25,26,0
8057,167,294196.58,8,1413,2,2,0
8058,167,189368.69,9,1426,5,5,0
8059,167,203043.48,9,1701,18,51,0
8060,167,148234.65,8,1603,21,39,0
8061,167,104093.18,8,1650,17,44,0
8062,167,30255.90,3,1418,4,4,0
8063,167,5460.41,2,1403,0,0,0
8064,167,41411.37,2,1433,8,8,0
8065,167,168778.92,9,1724,14,54,0
8066,167,14291.28,2,1592,19,35,0
8067,167,106621.74,4,1673,19,48,0
8068,167,75434.06,2,1485,18,18,0
8069,167,132781.89,8,1743,18,59,0
8070,167,78053.53,2,1561,21,30,0
8071,167,184938.65,6,1512,22,22,0
8072,167,80243.68,5,1443,9,9,0
8073,167,56823.21,2,1601,20,38,0
8074,167,88894.21,3,1578,17,31,0
8075,167,132274.94,5,1505,20,20,0
8076,167,100706.73,6,1594,19,36,0
8077,167,185776.32,8,1748,19,61,0
8078,167,326718.95,9,1604,22,40,0
8079,167,118405.87,9,1479,17,17,0
8080,167,16681.23,2,1532,25,27,0
8081,167,210726.25,6,1443,9,9,0
8082,167,148312.86,8,1520,24,24,0
8083,167,175693.08,8,1689,18,49,0
8084,167,69990.57,2,1468,15,15,0
8085,167,141860.58,4,1581,18,33,0
8086,167,84058.03,3,1626,20,41,0
8087,167,115855.21,3,1705,18,52,0
8088,167,201567.37,3,1508,21,21,0
8089,167,144756.61,6,1549,20,28,0
8090,167,132642.02,7,1698,19,50,0
8091,167,33887.88,2,1522,25,25,0
8092,167,189737.50,4,1591,18,34,0
8093,167,140900.20,7,1445,11,11,0
8094,167,23152.72,4,1426,5,5,0
8095,167,201497.95,9,1492,19,19,0
8096,167,59201.09,2,1458,14,14,0
8097,167,259263.45,8,1559,20,29,0
8098,167,47583.52,3,1664,19,47,0
8099,167,366161.81,8,1629,20,42,0
8100,167,26704.14,2,1732,16,57,0
8101,167,74173.87,8,1662,18,46,0
8102,167,63261.31,3,1734,17,58,0
8103,167,198431.84,6,1659,17,45,0
8104,167,58222.82,3,1453,13,13,0
8105,167,141656.99,8,1472,16,16,0
8106,167,155594.57,5,1594,19,36,0
8107,167,77656.69,2,1428,7,7,0
8108,167,55796.44,4,1416,3,3,0
8109,167,184889.42,8,1449,12,12,0
8110,167,90649.45,3,1710,19,53,0
8111,167,32140.70,7,1728,14,55,0
8112,167,129040.10,6,1744,19,60,0
8113,167,193585.31,5,1578,17,31,0
8114,167,46024.59,3,1648,16,43,0
8115,167,121660.50,4,1408,1,1,0
8116,168,119927.42,5,462,15,15,1
8117,168,86311.25,5,426,10,10,1
8118,168,218091.77,8,702,14,47,1
8119,168,190902.06,9,660,13,42,1
8120,168,158355.02,6,435,13,13,1
8121,168,146951.40,6,708,15,48,0
8122,168,147177.00,8,419,8,8,1
8123,168,213336.69,7,482,18,18,1
8124,168,93735.29,6,490,20,20,1
8125,168,117879.26,3,635,12,38,0
8126,168,69293.54,4,537,21,28,0
8127,168,122257.80,4,400,2,2,0
8128,168,147667.76,9,619,13,37,1
8129,168,129571.30,4,541,21,31,0
8130,168,168881.35,7,406,3,3,1
8131,168,69970.06,4,418,7,7,0
8132,168,80688.27,4,531,20,26,0
8133,168,316255.56,8,495,23,23,1
8134,168,171425.07,8,696,12,45,1
8135,168,55786.08,5,608,15,35,1
8136,168,120634.63,8,376,0,0,1
8137,168,193205.07,6,493,22,22,1
8138,168,256138.43,8,406,3,3,1
8139,168,50320.36,2,730,13,49,0
8140,168,27241.09,4,659,12,41,0
8141,168,232156.05,9,492,21,21,1
8142,168,258718.63,4,415,6,6,0
8143,168,23737.74,4,664,10,43,1
8144,168,137661.35,5,481,17,17,1
8145,168,91528.58,5,513,23,25,0
8146,168,205334.00,6,540,19,29,1
8147,168,110566.81,3,391,1,1,0
8148,168,279829.50,9,701,13,46,1
8149,168,164312.50,6,653,13,40,1
8150,168,117267.17,7,603,14,33,1
8151,168,342211.17,9,540,19,29,1
8152,168,57251.76,6,543,22,32,0
8153,168,267147.06,6,426,10,10,1
8154,168,82655.03,5,505,23,24,0
8155,168,163031.93,7,406,3,3,1
8156,168,350354.42,8,637,13,39,1
8157,168,62156.59,5,429,12,12,1
8158,168,104983.86,5,419,8,8,0
8159,168,122365.81,4,605,15,34,1
8160,168,100260.40,6,438,14,14,1
8161,168,195191.36,7,467,16,16,1
8162,168,44030.32,3,536,20,27,0
8163,168,128378.19,8,614,13,36,1
8164,168,253679.12,8,485,19,19,1
8165,168,201233.43,6,680,11,44,1
8166,169,227462.50,9,1038,21,44,0
8167,169,86528.15,7,1164,32,77,0
8168,169,224487.06,9,1060,25,49,0
8169,169,400826.06,7,841,3,3,0
8170,169,134835.49,3,1112,31,66,0
8171,169,104725.40,4,1092,29,58,0
8172,169,130834.19,7,1133,31,73,0
8173,169,191310.36,6,892,14,14,0
8174,169,268114.32,9,847,4,4,0
8175,169,107731.03,6,1160,29,74,0
8176,169,273332.23,8,879,11,11,0
8177,169,121236.07,8,994,25,36,0
8178,169,195348.07,4,1100,31,61,0
8179,169,73693.34,4,1002,25,38,0
8180,169,110685.51,6,1071,27,53,0
8181,169,24715.93,2,999,26,37,0
8182,169,47884.26,6,1107,31,64,0
8183,169,79665.71,4,990,24,34,0
8184,169,303627.48,7,1181,29,80,0
8185,169,139549.72,8,1032,19,42,0
8186,169,264662.61,8,981,23,30,0
8187,169,110000.07,4,858,6,6,0
8188,169,173601.76,7,1166,33,78,0
8189,169,166043.66,9,984,23,32,0
8190,169,115514.12,5,1036,20,43,0
8191,169,139179.87,3,1060,25,49,0
8192,169,290464.52,8,1092,29,58,0
8193,169,202361.16,7,947,23,25,0
8194,169,52911.15,3,1097,30,60,0
8195,169,158672.21,6,898,17,17,0
8196,169,196808.01,8,1064,26,51,0
8197,169,95674.06,4,887,13,13,0
8198,169,65695.50,4,863,8,8,0
8199,169,112705.89,9,974,23,29,0
8200,169,157647.89,4,1111,30,65,0
8201,169,40274.56,2,1079,28,55,0
8202,169,115178.34,6,1007,27,40,0
8203,169,105145.68,6,824,0,0,0
8204,169,196869.48,7,982,24,31,0
8205,169,156231.13,7,940,24,24,0
8206,169,46905.61,3,1160,29,74,0
8207,169,70810.51,3,1114,31,67,0
8208,169,215195.11,6,1064,26,51,0
8209,169,157665.91,5,919,23,23,0
8210,169,96303.61,5,1059,24,48,0
8211,169,12887.38,2,965,23,27,0
8212,169,211403.05,9,881,12,12,0
8213,169,112524.97,8,896,16,16,0
8214,169,39274.88,3,1051,22,46,0
8215,169,149070.99,9,909,20,20,0
8216,169,143132.00,6,1049,21,45,0
8217,169,111646.03,5,1117,32,69,0
8218,169,202533.98,7,911,21,21,0
8219,169,95237.38,4,1053,23,47,0
8220,169,78818.93,7,969,23,28,0
8221,169,63990.10,4,902,19,19,0
8222,169,160285.50,9,900,18,18,0
8223,169,100627.85,4,868,9,9,0
8224,169,201337.11,3,1116,31,68,0
8225,169,134417.67,6,1173,32,79,0
8226,169,111193.46,7,989,23,33,0
8227,169,81579.49,4,826,1,1,0
8228,169,182169.85,9,1125,30,70,0
8229,169,339996.94,9,1083,29,56,0
8230,169,77874.52,4,1161,31,76,0
8231,169,82355.48,3,993,25,35,0
8232,169,175856.61,9,1012,27,41,0
8233,169,152341.22,3,1125,30,70,0
8234,169,62163.45,3,838,2,2,0
8235,169,135019.91,5,1089,29,57,0
8236,169,64649.02,3,1102,31,62,0
8237,169,36117.88,2,892,14,14,0
8238,169,123370.80,6,911,21,21,0
8239,169,120065.84,9,1131,31,72,0
8240,169,307606.97,8,853,5,5,0
8241,169,308099.39,9,862,7,7,0
8242,169,18553.03,2,955,24,26,0
8243,169,281297.32,7,873,10,10,0
8244,169,8413.35,3,1004,26,39,0
8245,169,98360.92,6,1073,28,54,0
8246,169,188896.38,9,1103,31,63,0
8247,170,23722.68,4,900,29,83,0
8248,170,91088.29,4,615,16,16,0
8249,170,120856.60,4,775,24,50,0
8250,170,159121.98,4,652,23,23,0
8251,170,197381.14,6,724,31,41,0
8252,170,226169.76,7,877,29,77,0
8253,170,218474.32,8,672,29,29,0
8254,170,217831.88,8,744,26,45,0
8255,170,89763.31,3,735,28,44,0
8256,170,245522.85,7,843,32,73,0
8257,170,112662.12,3,713,33,39,0
8258,170,61161.24,3,731,31,43,0
8259,170,149969.67,7,592,5,5,0
8260,170,140240.30,7,613,14,14,0
8261,170,99480.16,9,902,30,84,1
8262,170,229525.92,8,711,32,37,0
8263,170,170142.06,6,717,33,40,0
8264,170,112366.49,5,772,26,49,0
8265,170,62262.82,3,608,11,11,0
8266,170,209493.49,6,907,29,86,0
8267,170,25282.90,2,832,33,71,0
8268,170,150380.02,6,750,26,46,0
8269,170,108161.47,9,797,30,60,0
8270,170,72399.18,5,805,32,63,0
8271,170,203438.53,9,803,31,62,1
8272,170,74462.01,2,612,12,12,0
8273,170,53767.75,4,667,28,28,0
8274,170,60734.69,3,613,14,14,0
8275,170,191173.30,8,815,35,67,0
8276,170,76562.98,4,581,2,2,0
8277,170,250229.60,8,800,31,61,0
8278,170,134270.56,3,908,30,87,0
8279,170,250199.85,8,578,1,1,0
8280,170,353156.54,9,619,17,17,0
8281,170,127679.23,6,628,19,19,0
8282,170,89096.15,3,567,0,0,0
8283,170,132955.42,7,796,29,59,0
8284,170,55545.01,4,825,36,69,0
8285,170,130373.06,6,851,31,74,0
8286,170,91426.52,4,700,30,32,0
8287,170,100392.47,2,856,30,75,0
8288,170,249686.16,6,631,20,20,0
8289,170,143639.49,8,712,33,38,0
8290,170,9928.68,2,757,26,48,0
8291,170,182904.73,9,805,32,63,0
8292,170,111671.86,4,883,29,78,0
8293,170,272081.32,7,819,36,68,0
8294,170,244369.13,8,779,24,51,0
8295,170,203517.04,7,921,27,89,1
8296,170,262855.93,9,648,22,22,0
8297,170,155370.41,7,831,33,70,0
8298,170,71947.55,5,612,12,12,0
8299,170,152802.83,8,885,30,79,0
8300,170,34709.74,2,752,26,47,0
8301,170,192742.45,8,904,29,85,1
8302,170,108175.91,4,789,28,57,0
8303,170,207004.06,8,680,30,30,0
8304,170,126902.54,6,582,3,3,0
8305,170,89197.87,3,782,27,54,0
8306,170,208156.96,8,791,29,58,0
8307,170,95046.52,6,806,34,65,0
8308,170,208824.03,6,917,28,88,0
8309,170,119991.77,5,730,30,42,0
8310,170,88556.33,6,600,7,7,0
8311,170,191554.61,9,663,27,27,0
8312,170,81397.36,3,893,30,80,0
8313,170,271761.97,9,709,30,35,0
8314,170,177605.33,7,652,23,23,0
8315,170,219477.90,7,633,21,21,1
8316,170,146801.57,6,602,8,8,0
8317,170,7573.10,3,874,28,76,0
8318,170,83697.35,4,623,18,18,0
8319,170,218397.75,8,603,9,9,0
8320,170,137739.71,5,924,29,92,0
8321,170,193861.48,7,779,24,51,0
8322,170,188879.61,8,655,26,26,0
8323,170,150591.99,4,710,31,36,0
8324,170,153048.03,7,811,34,66,0
8325,170,111925.36,7,922,28,90,0
8326,170,131511.74,3,654,25,25,0
8327,170,304665.48,9,923,29,91,1
8328,170,75049.83,7,782,27,54,0
8329,170,212324.17,8,839,31,72,0
8330,170,126521.09,4,596,6,6,0
8331,170,139302.22,4,897,31,82,0
8332,170,7657.45,3,583,4,4,0
8333,170,148622.68,7,779,24,51,0
8334,170,66732.30,3,705,28,33,0
8335,170,156346.76,6,893,30,80,0
8336,170,229113.72,7,690,30,31,0
8337,170,184829.96,5,784,28,56,0
8338,170,50079.96,3,708,29,34,0
8339,170,117774.12,9,605,10,10,0
8340,171,78914.24,2,1622,24,54,0
8341,171,102844.85,5,1676,25,66,0
8342,171,21225.39,2,1628,25,55,0
8343,171,5961.22,2,1456,21,24,0
8344,171,231948.24,8,1537,23,36,0
8345,171,147012.22,9,1452,20,23,0
8346,171,234877.98,9,1562,22,42,0
8347,171,161184.77,7,1570,21,43,0
8348,171,266155.08,8,1437,17,17,0
8349,171,167407.66,8,1597,21,50,0
8350,171,113863.83,6,1458,23,26,0
8351,171,133197.58,8,1667,24,63,0
8352,171,101229.87,3,1555,23,40,0
8353,171,169802.76,4,1325,0,0,0
8354,171,321079.64,9,1369,7,7,0
8355,171,202669.82,9,1676,25,66,0
8356,171,130380.58,5,1656,26,62,0
8357,171,104032.26,4,1439,18,18,0
8358,171,249757.04,9,1528,23,34,0
8359,171,54668.26,3,1500,19,29,0
8360,171,83306.11,4,1396,10,10,0
8361,171,84807.60,2,1427,16,16,0
8362,171,66437.84,4,1597,21,50,0
8363,171,97263.22,4,1523,22,33,0
8364,171,141787.33,7,1654,25,60,0
8365,171,64266.02,6,1422,14,14,0
8366,171,182913.42,9,1367,6,6,0
8367,171,106553.66,6,1456,21,24,0
8368,171,92009.45,4,1535,22,35,0
8369,171,11590.12,3,1560,22,41,0
8370,171,43381.55,4,1593,20,49,0
8371,171,173562.22,4,1329,1,1,0
8372,171,220008.65,9,1587,19,48,0
8373,171,90181.56,7,1421,13,13,0
8374,171,172601.13,4,1643,23,56,0
8375,171,257206.94,5,1443,20,20,0
8376,171,110882.73,4,1330,2,2,0
8377,171,174231.01,6,1458,23,26,0
8378,171,165985.21,8,1375,8,8,0
8379,171,105454.16,4,1514,21,31,0
8380,171,173983.98,6,1450,20,22,0
8381,171,94602.67,2,1669,25,64,0
8382,171,47305.16,3,1576,21,45,0
8383,171,90216.40,5,1676,25,66,0
8384,171,43810.66,3,1441,19,19,0
8385,171,117301.88,6,1411,12,12,0
8386,171,234424.86,6,1550,22,39,0
8387,171,315775.71,9,1671,25,65,0
8388,171,274529.45,7,1443,20,20,0
8389,171,200877.65,7,1612,23,52,0
8390,171,92082.02,5,1366,5,5,0
8391,171,91349.36,5,1539,25,38,0
8392,171,30312.22,3,1409,11,11,0
8393,171,270365.13,9,1585,19,47,0
8394,171,57653.16,5,1465,23,28,0
8395,171,99468.05,2,1574,20,44,0
8396,171,192956.95,7,1426,15,15,0
8397,171,139284.87,7,1651,24,59,0
8398,171,150774.75,6,1655,26,61,0
8399,171,88267.18,4,1537,23,36,0
8400,171,205842.73,7,1343,4,4,0
8401,171,156124.98,6,1375,8,8,0
8402,171,53132.23,2,1648,24,58,0
8403,171,122758.10,7,1647,23,57,0
8404,171,71728.54,6,1621,23,53,0
8405,171,266955.90,7,1576,21,45,0
8406,171,267124.91,9,1512,20,30,0
8407,171,157527.44,6,1519,21,32,0
8408,171,152118.47,6,1338,3,3,0
8409,172,173362.89,4,728,14,32,1
8410,172,176006.10,7,758,11,34,1
8411,172,48522.40,4,500,6,6,0
8412,172,289576.31,9,630,11,19,1
8413,172,160431.44,5,709,13,29,1
8414,172,178560.55,9,565,11,13,1
8415,172,58591.74,6,513,9,9,1
8416,172,224579.06,6,637,11,22,1
8417,172,39310.74,5,630,11,19,1
8418,172,230207.54,9,418,1,1,1
8419,172,135139.72,6,626,10,18,1
8420,172,126204.85,7,530,10,11,1
8421,172,66438.31,3,605,12,17,1
8422,172,80190.48,4,640,12,23,1
8423,172,162566.02,9,723,14,31,1
8424,172,131023.01,7,666,12,25,1
8425,172,69274.39,4,592,12,16,1
8426,172,179317.20,7,404,0,0,1
8427,172,64838.54,4,584,11,15,1
8428,172,23368.89,3,732,15,33,0
8429,172,198058.75,5,685,13,26,0
8430,172,223597.61,7,516,10,10,1
8431,172,17154.18,2,456,2,2,0
8432,172,219891.76,5,510,8,8,1
8433,172,275859.99,7,697,14,28,1
8434,172,164634.92,9,541,10,12,1
8435,172,73950.48,5,482,4,4,1
8436,172,73224.18,5,689,13,27,1
8437,172,140409.32,8,458,3,3,1
8438,172,171415.89,8,714,13,30,1
8439,172,124954.69,6,503,7,7,1
8440,172,186618.32,5,497,5,5,1
8441,172,82315.37,4,657,12,24,0
8442,172,180972.97,7,583,10,14,1
8443,172,258599.79,9,630,11,19,1
8444,173,166280.97,8,968,4,4,0
8445,173,28654.54,2,978,7,7,0
8446,173,122814.96,4,924,0,0,0
8447,173,105233.86,9,985,12,12,0
8448,173,23507.03,2,1017,18,18,0
8449,173,62548.38,3,1151,14,38,0
8450,173,24971.25,3,1042,24,24,0
8451,173,115082.44,4,1119,19,32,1
8452,173,264409.10,9,1138,17,36,0
8453,173,222504.47,6,1227,24,55,0
8454,173,60375.88,3,1025,22,22,0
8455,173,100745.19,8,1273,23,63,0
8456,173,118856.16,7,979,9,9,0
8457,173,227628.39,7,1172,21,46,1
8458,173,236340.75,7,1092,22,28,0
8459,173,260497.44,9,1245,21,57,0
8460,173,158114.29,8,1023,21,21,0
8461,173,152424.33,6,1214,24,53,0
8462,173,191738.00,8,1118,18,31,0
8463,173,81734.13,3,1177,23,49,0
8464,173,120014.61,8,1274,24,64,1
8465,173,47786.41,3,978,7,7,0
8466,173,115607.92,5,1170,19,44,0
8467,173,277951.05,9,1170,19,44,0
8468,173,225568.70,6,1268,23,61,0
8469,173,121135.70,4,1142,16,37,0
8470,173,227237.41,9,1011,16,16,1
8471,173,129269.31,8,970,5,5,0
8472,173,83510.98,5,972,6,6,0
8473,173,212994.69,8,1013,17,17,1
8474,173,170725.69,7,1025,22,22,0
8475,173,307826.51,8,982,10,10,1
8476,173,74003.63,3,1254,23,59,0
8477,173,148039.49,6,1190,25,51,0
8478,173,194803.59,7,1271,24,62,0
8479,173,197226.19,4,1003,13,13,0
8480,173,158630.50,5,1083,23,26,0
8481,173,47759.25,2,1122,20,33,1
8482,173,62121.22,4,1175,23,48,0
8483,173,158430.84,5,1099,20,29,0
8484,173,181036.17,7,1056,23,25,0
8485,173,251906.79,9,964,3,3,1
8486,173,200299.02,8,982,10,10,0
8487,173,78516.59,4,1218,25,54,0
8488,173,248207.34,8,1154,16,40,1
8489,173,107726.13,5,1018,19,19,0
8490,173,177586.64,6,1168,18,43,0
8491,173,244057.05,9,1163,17,42,1
8492,173,236488.76,7,1250,22,58,0
8493,173,255139.46,8,1104,18,30,0
8494,173,219135.67,6,1020,20,20,0
8495,173,201609.51,9,1172,21,46,0
8496,173,119824.88,4,1243,21,56,0
8497,173,193804.72,6,1151,14,38,0
8498,173,159506.91,5,925,1,1,0
8499,173,112674.13,8,940,2,2,1
8500,173,154235.16,3,1008,14,14,0
8501,173,311152.70,6,1085,23,27,0
8502,173,130339.20,6,1123,22,35,0
8503,173,66188.84,5,1179,24,50,0
8504,173,130357.37,3,1266,22,60,0
8505,173,81557.92,4,1191,26,52,0
8506,173,87940.30,5,1159,17,41,0
8507,173,98435.94,3,1009,15,15,0
8508,173,60947.09,3,1122,20,33,0
8509,174,155909.00,8,534,28,28,0
8510,174,101346.99,3,522,22,22,0
8511,174,151959.18,8,746,30,82,0
8512,174,94494.12,2,512,21,21,0
8513,174,110386.79,3,699,27,70,0
8514,174,90862.28,5,576,30,41,0
8515,174,194559.61,9,530,27,27,1
8516,174,101382.83,4,486,18,18,0
8517,174,182055.03,7,731,29,80,0
8518,174,271154.84,9,440,6,6,1
8519,174,311707.36,9,422,1,1,1
8520,174,185359.38,9,631,32,53,0
8521,174,96977.85,4,690,26,67,0
8522,174,82854.71,7,424,2,2,0
8523,174,190648.69,7,482,15,15,0
8524,174,148754.56,4,485,17,17,0
